sample_id,source_dataset,filename,relative_path,split,t1_path,t2_path,label_path,width,height,channels,mode,category,caption_count,sha256,valid,error_message,original_width,original_height,patch_size,patch_index,patch_x,patch_y,changed_pixel_count,changed_ratio,preprocessing_version,captions_joined
00011,RSICD,00011.jpg,raw/rsicd/images/00011.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00011.jpg,,,224,224,3,RGB,unknown,5,5ce6e40783b0b16b8fa87b533c8724e5e0b1a9ff4fd347f87861b3ad7fbac28a,True,,,,,,,,,,1.0.0,a road is under repair with some buildings beside .; a curved river with grey water through many blue jars .; many blue buildings are around some white tanks .; many blue buildings and some white storange are around some white storange tanks .; some white storage tanks are semi-surrounded by many blue simple workshop .
00012,RSICD,00012.jpg,raw/rsicd/images/00012.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00012.jpg,,,224,224,3,RGB,unknown,5,633b2f19cb7ce57fe5a94896136128d0a18ddac046e120b36c83e573baabfc80,True,,,,,,,,,,1.0.0,a big standard football field and a small playground are seperated by a straight road .; a small court and a four-lane road beside .; two city subdivisions are separated by a road .; many cars are running on a road with many buildings and some trees around two playgrounds .; two playgrounds are in two blocks separately .
00013,RSICD,00013.jpg,raw/rsicd/images/00013.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00013.jpg,,,224,224,3,RGB,unknown,5,d40b6807e0a6c70a451db763d8f2f55768cddb56227e23355956a30326a3553d,True,,,,,,,,,,1.0.0,the regular neighbourhood embraces a football field .; a small court with grey dust and many buildings with blue paint .; many orderly buildings and trees are around two playground in different sizes .; many buildings and green trees are orderly together with two playgrounds in them .; two playgrounds are surrounded by many buildings and green trees .
00014,RSICD,00014.jpg,raw/rsicd/images/00014.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00014.jpg,,,224,224,3,RGB,unknown,5,e7424bc2c69d3e8d063dfdd47a5cf7cca05d976718b6bdeff67052314235e514,True,,,,,,,,,,1.0.0,a small field is suttounded by regular buildings while there is a clearing beside .; three badminton fields and a irregular lake nearby .; many buildings are around a playground and a lake .; a playground with green trees around is surroundededed by many buildings .; a playground is surrounded by green trees with many houses around .
00015,RSICD,00015.jpg,raw/rsicd/images/00015.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00015.jpg,,,224,224,3,RGB,unknown,5,efcba581e4ed00ed41e6d02a8dcb0f7c2691507c4ccc8949b503c483d0f07d3b,True,,,,,,,,,,1.0.0,quantities of high-rise buildings surround the playground .; a football court locate in the center of many black buildings .; many buildings are around three playgrounds separately .; three playgrounds are in different blocks separated by streets .; three playgrounds are in three blocks separately around by many buildings .
00016,RSICD,00016.jpg,raw/rsicd/images/00016.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00016.jpg,,,224,224,3,RGB,unknown,5,7d7d790e8cbe2b59e8383d4d8cfb09e866f36a437865078a8e3680e4c14c1047,True,,,,,,,,,,1.0.0,a football field and a construction field stand side by side with many buildings embraced .; many blue buildings and so much dust surrounded .; many building are around a playground and a bare ground .; many buildings are surrounded by roads and bare ground .; there are many houses next to a street and a playground surrounded by some green trees .
00017,RSICD,00017.jpg,raw/rsicd/images/00017.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00017.jpg,,,224,224,3,RGB,unknown,5,59fb6f625d2a35677249c68b52e31cdbcc03fe65db39f252c91c6bb17efefd3b,True,,,,,,,,,,1.0.0,a basketball court stands at the street corner with a spare area .; a forked highway through a residential area with grey dust .; many buildings and a playground are next to a crossroads .; buildings and bare ground with a playground are in two sides of one road and on side of the other road .; a playground is in the corner of a t-junction .
00018,RSICD,00018.jpg,raw/rsicd/images/00018.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00018.jpg,,,224,224,3,RGB,unknown,5,4ab55939bf79101b1124baff8d58ca47a5501f64316eab2d82d174b5f3099d93,True,,,,,,,,,,1.0.0,a field including several basketball courts and tennis courts stands with some buildings with different styles .; three badminton fields and many houses beside .; many different buildings are around a playground .; many buildings and some green trees with a playground is next to a road .; many houses with a playground next to a street with many cars running on it .
00019,RSICD,00019.jpg,raw/rsicd/images/00019.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00019.jpg,,,224,224,3,RGB,unknown,5,f1185180041f9b7d66fc52d37f44f16ac0859f23e26725d61a88076fff83ec90,True,,,,,,,,,,1.0.0,a regular football field is integrated with surrounding high-rise buildings .; a rectangular playground locate in the center of many tall buildings .; many buildings and trees are around two playgrounds separately .; two playgrounds are surrounded by many buildings with green trees interspersed .; there are many buildings with green trees and two playgrounds with basketball fields .
00020,RSICD,00020.jpg,raw/rsicd/images/00020.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00020.jpg,,,224,224,3,RGB,unknown,5,cb17fc1b641136bb03588a1a11bef67bb56b34a49b9c237662ad406761c89aea,True,,,,,,,,,,1.0.0,this playground includes a huge football fields and several basketball courts .; a small football court and a crossroad near by .; many different buildings are around a playground .; a playground is surroundededed by many buildings with green trees interspersed .; there are many buildings with green trees and two playgrounds with basketball fields .
00021,RSICD,00021.jpg,raw/rsicd/images/00021.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00021.jpg,,,224,224,3,RGB,unknown,5,f15627ced94b7cc386294920d2e07e491a7f3754bae98f25a0e0196e44a0a57a,True,,,,,,,,,,1.0.0,an skyrocket which under construction overlooks other buildings .; a green playground locate in the west of residential area .; many different buildings are around a playground .; a playground is surroundededed by many buildings with green trees interspersed .; there are many buildings with green trees and a playground .
00022,RSICD,00022.jpg,raw/rsicd/images/00022.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00022.jpg,,,224,224,3,RGB,unknown,5,3fc611340d7cf7da62c18e04df316134a7f8b1e4e37fcf278b09629f5da2a179,True,,,,,,,,,,1.0.0,neatly arranged houses is next to a football field .; many small buildings and many green trees surrounded .; many different buildings are around a playground .; a playground is surroundededed by many buildings with green trees interspersed .; there are many buildings with green trees and a playground .
00023,RSICD,00023.jpg,raw/rsicd/images/00023.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00023.jpg,,,224,224,3,RGB,unknown,5,978b7b2ea8e700308a2573b094936189e6b5dc7e757d57dee843d8888ec5be0e,True,,,,,,,,,,1.0.0,the football field is located in the center of the community .; a ffotball field and two tall buildings with white paint near by .; many different buildings are around a playground .; a playground is surroundededed by many orderly buildings and some green trees .; there are many buildings with green trees and a playground .
00024,RSICD,00024.jpg,raw/rsicd/images/00024.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00024.jpg,,,224,224,3,RGB,unknown,5,73263ed77af6b29c0306abd39736f67f378ef06f1f6e2222604cd553bb4a85e3,True,,,,,,,,,,1.0.0,a tall building is right bext to the football field and blocks part of the sunshine .; a residential area is divided into four blocks by road .; many different buildings are around two playgrounds .; two playgrounds are in different blocks with many buildings .; two playgrounds are surrounded by many buildings and green trees in different blocks .
00025,RSICD,00025.jpg,raw/rsicd/images/00025.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00025.jpg,,,224,224,3,RGB,unknown,5,779edc753ac73bf8ba863b252df41e94af33a93224f1e4548b980084a7886550,True,,,,,,,,,,1.0.0,a community with playground owns a huge amount of green belts .; many tall buildings and green grass surrounded .; many different buildings and green trees are around a playground .; a playground is surroundededed by many green trees and buildings .; two big playgrounds are surrounded by many buildings and green trees in different blocks .
00026,RSICD,00026.jpg,raw/rsicd/images/00026.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00026.jpg,,,224,224,3,RGB,unknown,5,89e480c8b99fa35b07c114f9bc8a7bc768677ae9793d07e7405fd1b48db10666,True,,,,,,,,,,1.0.0,a community is surrounded by lush plants while a shabby playground beside .; a grey court and nearby many houses with white paint .; many buildings and green trees are around a playground .; many buildings and trees are semisurrounded a bare playground .; there are many buildings with many trees and a playground with two basketball fields .
00027,RSICD,00027.jpg,raw/rsicd/images/00027.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00027.jpg,,,224,224,3,RGB,unknown,5,5949ce9fd730a2c91a28a22773d536824359836443395efa6862fefb957c80e4,True,,,,,,,,,,1.0.0,a football field is embraced with abundant plants while several high-rise buildings aside .; a green football court and a tall building with yellow paint beside .; many buildings and green trees are around a playground .; a playground is surroundededed by trees and buildings .; a playground is surrounded by many green trees and buildings .
00028,RSICD,00028.jpg,raw/rsicd/images/00028.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00028.jpg,,,224,224,3,RGB,unknown,5,9af1ace3cc00e80bd681f86675adea69f0a0bfada4afaf6339dfa053e8e8f4d9,True,,,,,,,,,,1.0.0,several playgrounds is distributed in the different blocks .; two diffirent football fields are separated by many houses .; many buildings and trees are around three playgrounds separately .; two large playgrounds and a small playground are surrounded by many buildings .; two big playground and a small playground are surrounded by many buildings .
00029,RSICD,00029.jpg,raw/rsicd/images/00029.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00029.jpg,,,224,224,3,RGB,unknown,5,903e2104464d87a79831a9d164c3ca7aca76f78653ebf9c01b1d71df339f1e9a,True,,,,,,,,,,1.0.0,an oval football field is wreathed by some tennis courts and basketball courts .; an outdoor gymnasium and many white cars surrounded .; a large playground is surrounded by many buildings and several parking lots .; a gymnasium with a playground in it is surroundededed by many buildings .; a large stadium with a parking lot is surrounded by several basketball fields and many houses .
00030,RSICD,00030.jpg,raw/rsicd/images/00030.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00030.jpg,,,224,224,3,RGB,unknown,5,0a87b8cd87caced6f802c650967a65439d85c7dcb538060dd0799ba66cc08ad5,True,,,,,,,,,,1.0.0,an oval stadium encircled by dense plants stands beside a community .; an oval playground and many dark green trees surrounded .; a playground surrounded by many green trees is next to a piece of buildings .; a playground surrounded by many green trees is next to some buildings and trees .; a playground is surrounded by many green trees with many houses next to them .
00031,RSICD,00031.jpg,raw/rsicd/images/00031.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00031.jpg,,,224,224,3,RGB,unknown,5,63f49694ea2f9e0fb6274a437aeddfdb283de278dcfdbc5c7a99195a0eb846a8,True,,,,,,,,,,1.0.0,the space is come up with four basketball courts and two tennis courts .; a table tennis field and two-way road beside .; four basketball fields and two tennis courts are surrounded by several buildings and parking lots .; four basketball fields and two tennis courts are next to two parallel roads .; four basketball fields and two tennis court are next to road .
00032,RSICD,00032.jpg,raw/rsicd/images/00032.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00032.jpg,,,224,224,3,RGB,unknown,5,14cac43c75b2ba97aa5e905223b711f8ef691157d87bd0869f89cbd4d592fb83,True,,,,,,,,,,1.0.0,each buildings is parked full of cars and a playground situates in the corner .; a white tall building and many cars surrounded .; many cars are parked next to some large buildings .; some buildings with many cars parked next to them are interspersed by some green trees .; a basketball field is surrounded by trees and houses .
00033,RSICD,00033.jpg,raw/rsicd/images/00033.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00033.jpg,,,224,224,3,RGB,unknown,5,bc954da0db37f71c04dde9cad837d99439a98985fe6e4ed0266a7b6ed01b9e8e,True,,,,,,,,,,1.0.0,three tall buildings stand out between a field and a road .; a green football field locate in southeast of the residential area .; many buildings and some trees around a playground is next to a road .; a playground semisurrounded by many buildings are next to a road .; a playground is surrounded by trees and houses .
00034,RSICD,00034.jpg,raw/rsicd/images/00034.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00034.jpg,,,224,224,3,RGB,unknown,5,5178458ad8b5b91ebe76a6a6573706f32d11c60474e445049f61172daf5e20db,True,,,,,,,,,,1.0.0,the football field lies at the junction of two roads .; an oval playground and many small buildings surrounded .; many buildings and some green trees are around a playground .; many buildings and a playground among them are next to a road .; a playground is semi-surrounded by many green trees and next to a parking lot .
00035,RSICD,00035.jpg,raw/rsicd/images/00035.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00035.jpg,,,224,224,3,RGB,unknown,5,e82832143ea6d8ecbd4dcc51bfdb56b8e5ebff721c32de6cb2841957702dcbf9,True,,,,,,,,,,1.0.0,a standard field is in use while another is under construction .; a small football field and many old blue houses besiede .; many buildings and some green plants are around a playground .; a playground is surroundededed by many buildings and some trees .; a playground is surrounded by trees and houses .
00036,RSICD,00036.jpg,raw/rsicd/images/00036.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00036.jpg,,,224,224,3,RGB,unknown,5,ae54218ae9a379ea4276e2c38d1e5654ee06a089bf305907f70a328ee5afbc23,True,,,,,,,,,,1.0.0,a round field situates next to a football field .; a rectangular field locate in northwest of the residential area .; many tall buildings with parking lot are next to two playgrounds .; a playground with a circle playground next to it is surroundededed by many buildings .; two playgrounds is surrounded by trees and houses .
00037,RSICD,00037.jpg,raw/rsicd/images/00037.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00037.jpg,,,224,224,3,RGB,unknown,5,af373f2ef12db8630ffb7a7af10eee922955adec4d1fc40fed4347d135e472f0,True,,,,,,,,,,1.0.0,a green playground is composed of four basketball courts .; four table tennis fields locate in the center of many white houses .; many different buildings are around a playground .; a playground with four basketball fields in it is surroundededed by many buildings .; a playgrund has four basketball fields in it and four basketball fields next to it is surrounded by trees and houses .
00038,RSICD,00038.jpg,raw/rsicd/images/00038.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00038.jpg,,,224,224,3,RGB,unknown,5,062c7d12956adede3b509970969b47f0965c557e776c57d0a8057bb02a755e92,True,,,,,,,,,,1.0.0,some tall buildings encircle the football field .; a square playground is surrounded by two forked roads .; many buildings and some green trees are around a playground .; a playground is surroundededed by many green trees and buildings .; a large playground is surrounded by many trees and houses .
00039,RSICD,00039.jpg,raw/rsicd/images/00039.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00039.jpg,,,224,224,3,RGB,unknown,5,02ebc765f6beadf20187660308ac49262fc493eb7d5f7bece3567fbdab441d53,True,,,,,,,,,,1.0.0,"in the side of the road, there are several buildings with a football field and lush plants .; a irregular residential area is separated by a highway .; many buildings and a playground are next to a road .; a playground semisurrounded by many buildings is next to two parallel roads .; a large playground is surrounded by some trees and many houses next to the river ."
00040,RSICD,00040.jpg,raw/rsicd/images/00040.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00040.jpg,,,224,224,3,RGB,unknown,5,b31e2a3b5c309389851e914c6bca8b150bc8095052fa684eec445f2907d90a8f,True,,,,,,,,,,1.0.0,a huge playground is accompanying by several small fields .; a large rectangular basketball court and near by a grey road .; some buildings and some green trees are around a playground .; a playground is surroundededed by some buildings and green trees .; a large playground is surrounded by many trees and houses .
00041,RSICD,00041.jpg,raw/rsicd/images/00041.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00041.jpg,,,224,224,3,RGB,unknown,5,f8d8a81848ef086b02dd00b2a1c2b127c96aaffcf9f59ff245cc0a17bfc69666,True,,,,,,,,,,1.0.0,a curved building and a t-shaped building are next to the football field .; a small football field and a fan-shaped tall building beside .; some large buildings are next to a playground .; a playground is semisurrounded by some large buildings .; a playground is surrounded by many trees and tall buildings .
00042,RSICD,00042.jpg,raw/rsicd/images/00042.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00042.jpg,,,224,224,3,RGB,unknown,5,e553e9f37fa37aa831d64a7098093192d1e20aca4f3a5b79c9ebc2e2c0ba53dc,True,,,,,,,,,,1.0.0,a football field with a square building aside .; a green football field and near by a square playground .; many buildings and green trees are next to a playground and a parking lot .; a playground with four basketball fields in it is surroundededed by many buildings .; a large playground is surrounded by many trees and houses .
00043,RSICD,00043.jpg,raw/rsicd/images/00043.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00043.jpg,,,224,224,3,RGB,unknown,5,187e144965687169242bbb070f34575c6d4cdeb71a84858f631f8eb0a2ad3114,True,,,,,,,,,,1.0.0,several fields are devided in differnet directions .; a small playground locate in southwest of the residential area .; many buildings and several trees are around a playground .; a playground is semisurrounded by many buildings and a few trees .; a large playground is surrounded by many trees and houses .
00044,RSICD,00044.jpg,raw/rsicd/images/00044.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00044.jpg,,,224,224,3,RGB,unknown,5,d39145b5b6ca4be33099726050848ce19c1291b8da01e56a23b2e3b973d30aa8,True,,,,,,,,,,1.0.0,a regular community with exercise yards while lush plants integrated .; two courts and many old white houses surrounded .; many small buildings and several large buildings are around a playground .; many different buildings are interspersed with a few trees and a playground .; a playground and two basketball fields are surrounded by many trees and houses .
00045,RSICD,00045.jpg,raw/rsicd/images/00045.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00045.jpg,,,224,224,3,RGB,unknown,5,b448e1fd2812c0563604f42bb5ab4cb1af2be118306fd7466c77e767eb7a3f48,True,,,,,,,,,,1.0.0,the south side of high buildings are basketball courts and a football field .; four badminton fields and a small football court nearby .; many different buildings are around two playground separately .; two playgrounds with basketball fields in them are surrounded by many buildings .; a large playground with two basketball fields in it and another with four are surrounded by many trees and houses .
00046,RSICD,00046.jpg,raw/rsicd/images/00046.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00046.jpg,,,224,224,3,RGB,unknown,5,91d735afc175de0e7d269781cfa075240a0ba9bc34e24c6ed0fd04770ce6e222,True,,,,,,,,,,1.0.0,parking lot and basketball courts are seperated by a straight street .; many small blue buildings and parking lot beside .; a large parking lot is semisurrounded by many buildings .; a large parking lot is semisurrounded by many buildings and a playground .; a playground next to a large parking lot is surrounded by many trees and houses .
00047,RSICD,00047.jpg,raw/rsicd/images/00047.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00047.jpg,,,224,224,3,RGB,unknown,5,9de40e9306c72e44781a4f2f992f4368629c490a39db519e048ae67ebb891718,True,,,,,,,,,,1.0.0,the playground is close to the building and and is ornamented by trees .; a small football field and nearby three green houses .; a playground is semisurrounded by some large buildings .; a playground is semisurrounded by some large buildings interspersed with trees .; a large playground is surrounded by many trees and houses .
00048,RSICD,00048.jpg,raw/rsicd/images/00048.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/00048.jpg,,,224,224,3,RGB,unknown,5,6f336180ebf0935c5f0bc0934e644bab0120d4bf978227bed65aa8d54c4fa760,True,,,,,,,,,,1.0.0,the field is semi-surrounded by l-shaped building .; a green court and many white buildings surrounded .; many cars are parked next to some large buildings .; some big buildings with many cars parked next to them surround two basketball fields .; a large playground is surrounded by many trees and houses .
